"Column0","Column1","mol2","name"
"56846_out_ligand_01",7395,".mol2","56846_out_ligand_01.mol2"
"80324_out_ligand_01",7394,".mol2","80324_out_ligand_01.mol2"
"83304_out_ligand_01",7394,".mol2","83304_out_ligand_01.mol2"
"20038_out_ligand_01",7394,".mol2","20038_out_ligand_01.mol2"
"64220_out_ligand_01",7394,".mol2","64220_out_ligand_01.mol2"
"49892_out_ligand_01",7394,".mol2","49892_out_ligand_01.mol2"
"40410_out_ligand_01",7394,".mol2","40410_out_ligand_01.mol2"
"13366_out_ligand_01",7394,".mol2","13366_out_ligand_01.mol2"
"57381_out_ligand_01",7393,".mol2","57381_out_ligand_01.mol2"
"38047_out_ligand_01",7393,".mol2","38047_out_ligand_01.mol2"
"19071_out_ligand_01",7393,".mol2","19071_out_ligand_01.mol2"
"20031_out_ligand_01",7393,".mol2","20031_out_ligand_01.mol2"
"28764_out_ligand_01",7393,".mol2","28764_out_ligand_01.mol2"
"7019_out_ligand_01",7392,".mol2","7019_out_ligand_01.mol2"
"38795_out_ligand_01",7392,".mol2","38795_out_ligand_01.mol2"
"77748_out_ligand_01",7392,".mol2","77748_out_ligand_01.mol2"
"8018_out_ligand_01",7392,".mol2","8018_out_ligand_01.mol2"
"15202_out_ligand_01",7392,".mol2","15202_out_ligand_01.mol2"
"12478_out_ligand_01",7392,".mol2","12478_out_ligand_01.mol2"
"42697_out_ligand_01",7392,".mol2","42697_out_ligand_01.mol2"
"83077_out_ligand_01",7391,".mol2","83077_out_ligand_01.mol2"
"299_out_ligand_01",7391,".mol2","299_out_ligand_01.mol2"
"44751_out_ligand_01",7391,".mol2","44751_out_ligand_01.mol2"
"13444_out_ligand_01",7391,".mol2","13444_out_ligand_01.mol2"
"38657_out_ligand_01",7391,".mol2","38657_out_ligand_01.mol2"
"71794_out_ligand_01",7390,".mol2","71794_out_ligand_01.mol2"
"70650_out_ligand_01",7390,".mol2","70650_out_ligand_01.mol2"
"20127_out_ligand_01",7390,".mol2","20127_out_ligand_01.mol2"
"50918_out_ligand_01",7390,".mol2","50918_out_ligand_01.mol2"
"7479_out_ligand_01",7390,".mol2","7479_out_ligand_01.mol2"
"38814_out_ligand_01",7390,".mol2","38814_out_ligand_01.mol2"
"32436_out_ligand_01",7390,".mol2","32436_out_ligand_01.mol2"
"66615_out_ligand_01",7389,".mol2","66615_out_ligand_01.mol2"
"64774_out_ligand_01",7389,".mol2","64774_out_ligand_01.mol2"
"71591_out_ligand_01",7389,".mol2","71591_out_ligand_01.mol2"
"75473_out_ligand_01",7389,".mol2","75473_out_ligand_01.mol2"
"19547_out_ligand_01",7389,".mol2","19547_out_ligand_01.mol2"
"70015_out_ligand_01",7389,".mol2","70015_out_ligand_01.mol2"
"55765_out_ligand_01",7389,".mol2","55765_out_ligand_01.mol2"
"63491_out_ligand_01",7389,".mol2","63491_out_ligand_01.mol2"
"67403_out_ligand_01",7389,".mol2","67403_out_ligand_01.mol2"
"38867_out_ligand_01",7388,".mol2","38867_out_ligand_01.mol2"
"7168_out_ligand_01",7388,".mol2","7168_out_ligand_01.mol2"
"12447_out_ligand_01",7388,".mol2","12447_out_ligand_01.mol2"
"50513_out_ligand_01",7388,".mol2","50513_out_ligand_01.mol2"
"63701_out_ligand_01",7388,".mol2","63701_out_ligand_01.mol2"
"76941_out_ligand_01",7388,".mol2","76941_out_ligand_01.mol2"
"69676_out_ligand_01",7388,".mol2","69676_out_ligand_01.mol2"
"42343_out_ligand_01",7388,".mol2","42343_out_ligand_01.mol2"
"43237_out_ligand_01",7388,".mol2","43237_out_ligand_01.mol2"
"40746_out_ligand_01",7388,".mol2","40746_out_ligand_01.mol2"
"14486_out_ligand_01",7387,".mol2","14486_out_ligand_01.mol2"
"862_out_ligand_01",7387,".mol2","862_out_ligand_01.mol2"
"53010_out_ligand_01",7387,".mol2","53010_out_ligand_01.mol2"
"58417_out_ligand_01",7387,".mol2","58417_out_ligand_01.mol2"
"14704_out_ligand_01",7387,".mol2","14704_out_ligand_01.mol2"
"2999_out_ligand_01",7387,".mol2","2999_out_ligand_01.mol2"
"34911_out_ligand_01",7387,".mol2","34911_out_ligand_01.mol2"
"19135_out_ligand_01",7387,".mol2","19135_out_ligand_01.mol2"
"45864_out_ligand_01",7386,".mol2","45864_out_ligand_01.mol2"
"53022_out_ligand_01",7386,".mol2","53022_out_ligand_01.mol2"
"6448_out_ligand_01",7386,".mol2","6448_out_ligand_01.mol2"
"623_out_ligand_01",7386,".mol2","623_out_ligand_01.mol2"
"60734_out_ligand_01",7386,".mol2","60734_out_ligand_01.mol2"
"57793_out_ligand_01",7386,".mol2","57793_out_ligand_01.mol2"
"60968_out_ligand_01",7386,".mol2","60968_out_ligand_01.mol2"
"28220_out_ligand_01",7386,".mol2","28220_out_ligand_01.mol2"
"83579_out_ligand_01",7386,".mol2","83579_out_ligand_01.mol2"
"76936_out_ligand_01",7385,".mol2","76936_out_ligand_01.mol2"
"480_out_ligand_01",7385,".mol2","480_out_ligand_01.mol2"
"38576_out_ligand_01",7385,".mol2","38576_out_ligand_01.mol2"
"10860_out_ligand_01",7385,".mol2","10860_out_ligand_01.mol2"
"64580_out_ligand_01",7385,".mol2","64580_out_ligand_01.mol2"
"4507_out_ligand_01",7385,".mol2","4507_out_ligand_01.mol2"
"46868_out_ligand_01",7385,".mol2","46868_out_ligand_01.mol2"
"70824_out_ligand_01",7384,".mol2","70824_out_ligand_01.mol2"
"35927_out_ligand_01",7384,".mol2","35927_out_ligand_01.mol2"
"81500_out_ligand_01",7384,".mol2","81500_out_ligand_01.mol2"
"17515_out_ligand_01",7384,".mol2","17515_out_ligand_01.mol2"
"19996_out_ligand_01",7384,".mol2","19996_out_ligand_01.mol2"
"31777_out_ligand_01",7384,".mol2","31777_out_ligand_01.mol2"
"39989_out_ligand_01",7384,".mol2","39989_out_ligand_01.mol2"
"7030_out_ligand_01",7384,".mol2","7030_out_ligand_01.mol2"
"76881_out_ligand_01",7383,".mol2","76881_out_ligand_01.mol2"
"63546_out_ligand_01",7383,".mol2","63546_out_ligand_01.mol2"
"78626_out_ligand_01",7383,".mol2","78626_out_ligand_01.mol2"
"47110_out_ligand_01",7383,".mol2","47110_out_ligand_01.mol2"
"74917_out_ligand_01",7383,".mol2","74917_out_ligand_01.mol2"
"64202_out_ligand_01",7383,".mol2","64202_out_ligand_01.mol2"
"50129_out_ligand_01",7383,".mol2","50129_out_ligand_01.mol2"
"67407_out_ligand_01",7383,".mol2","67407_out_ligand_01.mol2"
"83745_out_ligand_01",7383,".mol2","83745_out_ligand_01.mol2"
"50127_out_ligand_01",7383,".mol2","50127_out_ligand_01.mol2"
"50058_out_ligand_01",7383,".mol2","50058_out_ligand_01.mol2"
"9278_out_ligand_01",7383,".mol2","9278_out_ligand_01.mol2"
"30390_out_ligand_01",7382,".mol2","30390_out_ligand_01.mol2"
"29418_out_ligand_01",7382,".mol2","29418_out_ligand_01.mol2"
"71105_out_ligand_01",7382,".mol2","71105_out_ligand_01.mol2"
"42060_out_ligand_01",7382,".mol2","42060_out_ligand_01.mol2"
"43747_out_ligand_01",7382,".mol2","43747_out_ligand_01.mol2"
